support,itemsets,itemset_size
0.012918218789515054,frozenset({'26135825'}),1
0.011722087420115513,frozenset({'13490570'}),1
0.012439766241755237,frozenset({'167010'}),1
0.013943474249000377,frozenset({'11389398'}),1
0.014285226068828816,frozenset({'59960'}),1
0.023307474112299647,frozenset({'21326'}),1
0.020915211373500563,frozenset({'15195'}),1
0.018386247906770105,frozenset({'18630542'}),1
0.015788934076073954,frozenset({'22040598'}),1
0.010662656778647346,frozenset({'23131087'}),1
0.010970233416492944,frozenset({'25853351'}),1
0.01018420423088753,frozenset({'25761329'}),1
0.021256963193329006,frozenset({'6393631'}),1
0.016472437715730835,frozenset({'11566956'}),1
0.012781518061583678,frozenset({'30754980'}),1
0.01961655445815249,frozenset({'10138607'}),1
0.011892963330029732,frozenset({'7202841'}),1
0.021632890195140288,frozenset({'38990'}),1
0.012508116605720926,frozenset({'10710392'}),1
0.013875123885034688,frozenset({'25903764'}),1
0.013123269881412119,frozenset({'12959045'}),1
0.012747342879600833,frozenset({'17210470'}),1
0.010218379412870373,frozenset({'95431'}),1
0.010150029048904686,frozenset({'7619292'}),1
0.010594306414681658,frozenset({'7619398'}),1
0.012405591059772392,frozenset({'6465707'}),1
0.012029664057961109,frozenset({'8477057'}),1
0.011722087420115513,frozenset({'13163846'}),1
0.012610642151669458,frozenset({'29436571'}),1
0.010047503502956153,frozenset({'18225810'}),1
0.0422747001127781,"frozenset({'15704307', '17131869'})",2
0.010286729776836062,"frozenset({'15704307', '18659623'})",2
0.030791838966542497,"frozenset({'19358975', '15704307'})",2
0.030620963056628276,"frozenset({'19358975', '17131869'})",2
0.025665561669115888,"frozenset({'19358975', '15704307', '17131869'})",3
0.012268890331841018,"frozenset({'15704307', '22554204'})",2
0.011517036328218449,"frozenset({'19351043', '22554204'})",2
0.01127781005433854,"frozenset({'20898019', '22554204'})",2
0.025563036123167356,"frozenset({'15704307', '23093367'})",2
0.024298554389802125,"frozenset({'19358975', '23093367'})",2
0.024298554389802125,"frozenset({'23093367', '17131869'})",2
0.01927480263832405,"frozenset({'19358975', '15704307', '23093367'})",3
0.020402583643757903,"frozenset({'15704307', '23093367', '17131869'})",3
0.020026656641946618,"frozenset({'19358975', '23093367', '17131869'})",3
0.017395167629267627,"frozenset({'19358975', '15704307', '23093367', '17131869'})",4
0.011756262602098356,"frozenset({'15704307', '19536001'})",2
0.012508116605720926,"frozenset({'19351043', '15704307'})",2
0.010833532688561567,"frozenset({'28204534', '15704307'})",2
0.015788934076073954,"frozenset({'23017947', '20898019'})",2
0.010423430504767437,"frozenset({'23017947', '23546843'})",2
0.010799357506578722,"frozenset({'22487952', '17346698'})",2
0.015959809985988175,"frozenset({'20898019', '15704307'})",2
0.011517036328218449,"frozenset({'20898019', '17131869'})",2
0.02019753255186084,"frozenset({'25451555', '23093367'})",2
0.01978743036806671,"frozenset({'25451555', '15704307'})",2
0.018215371996855884,"frozenset({'25451555', '17131869'})",2
0.01777109463107891,"frozenset({'25451555', '19358975'})",2
0.015310481528314138,"frozenset({'25451555', '15704307', '23093367'})",3
0.01541300707426267,"frozenset({'25451555', '15704307', '17131869'})",3
0.015173780800382761,"frozenset({'25451555', '23093367', '17131869'})",3
0.013191620245377806,"frozenset({'25451555', '15704307', '23093367', '17131869'})",4
0.015207955982365606,"frozenset({'25451555', '19358975', '23093367'})",3
0.015139605618399919,"frozenset({'25451555', '19358975', '17131869'})",3
0.014353576432794505,"frozenset({'25451555', '19358975', '15704307'})",3
0.013533372065206247,"frozenset({'25451555', '19358975', '23093367', '17131869'})",4
0.013089094699429274,"frozenset({'25451555', '19358975', '15704307', '17131869'})",4
0.01288404360753221,"frozenset({'25451555', '19358975', '15704307', '23093367'})",4
0.01237141587778955,"frozenset({'23093359', '15704307'})",2
0.015925634804005332,"frozenset({'25451555', '28862528'})",2
0.015344656710296983,"frozenset({'15704307', '28862528'})",2
0.01438775161477735,"frozenset({'23093367', '28862528'})",2
0.01414852534089744,"frozenset({'17131869', '28862528'})",2
0.013909299067017532,"frozenset({'19358975', '28862528'})",2
0.011585386692184136,"frozenset({'25451555', '15704307', '28862528'})",3
0.011858788148046888,"frozenset({'25451555', '23093367', '28862528'})",3
0.011175284508390008,"frozenset({'15704307', '23093367', '28862528'})",3
0.011995488875978264,"frozenset({'17131869', '15704307', '28862528'})",3
0.011551211510201291,"frozenset({'17131869', '23093367', '28862528'})",3
0.011175284508390008,"frozenset({'25451555', '17131869', '28862528'})",3
0.010013328320973309,"frozenset({'17131869', '15704307', '23093367', '28862528'})",4
0.010013328320973309,"frozenset({'25451555', '17131869', '23093367', '28862528'})",4
0.011824612966064045,"frozenset({'19358975', '17131869', '28862528'})",3
0.011687912238132668,"frozenset({'19358975', '23093367', '28862528'})",3
0.01127781005433854,"frozenset({'19358975', '15704307', '28862528'})",3
0.011106934144424319,"frozenset({'25451555', '19358975', '28862528'})",3
0.010423430504767437,"frozenset({'19358975', '17131869', '23093367', '28862528'})",4
0.010320904958818905,"frozenset({'19358975', '17131869', '15704307', '28862528'})",4
0.010081678684938998,"frozenset({'25451555', '19358975', '23093367', '28862528'})",4
0.010013328320973309,"frozenset({'25451555', '19358975', '17131869', '28862528'})",4
0.012405591059772392,"frozenset({'29237211', '28862528'})",2
0.010765182324595878,"frozenset({'29237211', '15704307'})",2
0.01018420423088753,"frozenset({'25451555', '29237211'})",2
0.013909299067017532,"frozenset({'20299683', '15704307'})",2
0.010628481596664503,"frozenset({'20299683', '17131869'})",2
0.01120945969037285,"frozenset({'6120349', '3217221'})",2
0.010799357506578722,"frozenset({'15196', '15197'})",2
0.010970233416492944,"frozenset({'24666002', '23093359'})",2
0.012849868425549365,"frozenset({'20299683', '23012877'})",2
0.011961313693995421,"frozenset({'24886016', '22554204'})",2
